服务器名称,域名,端口,接口地址,测试并发次数,总完成时间(s),请求次数,失败次数,实际并发数,所有并发用户都请求一次的平均时间(ms),50%,66%,75%,80%,90%,95%,98%,99%,100%
Apache/2.2.15,guanchan.123xiaomi.com,80,/api.php?c=user&a=login,100,42.162,5000,497,118.59,843.235,845,899,970,1017,1143,1245,1517,1763,2300
